question,option_a,option_b,option_c,option_d,correct
Эътибор билан ўқинг: Нега дарахт сузмайди?,Чунки у балиқ эмас,Чунки у ухлайди,Чунки у тез,Чунки у ёш,A
Савол: Нега дарахт сузмайди?,Чунки у балиқ эмас,Чунки у тез,Чунки у ухлайди,Чунки у ёш,A
Нега шам нон емайди?,Чунки кечаси эмас,Чунки шам овқат емайди,Чунки совуқ,Чунки уйқуси келган,B
Жумбоқ: Нега шам нон емайди?,Чунки уйқуси келган,Чунки шам овқат емайди,Чунки кечаси эмас,Чунки совуқ,B
Мантиқли савол: Нега шам нон емайди? Тўғри жавобни танланг.,Чунки совуқ,Чунки шам овқат емайди,Чунки кечаси эмас,Чунки уйқуси келган,B
Топинг: Нега шам нон емайди?,Чунки шам овқат емайди,Чунки совуқ,Чунки кечаси эмас,Чунки уйқуси келган,A
Қуйидаги саволга жавоб беринг: Нега шам нон емайди?,Чунки кечаси эмас,Чунки шам овқат емайди,Чунки совуқ,Чунки уйқуси келган,B
Ўйлаб кўринг: Нега шам нон емайди?,Чунки шам овқат емайди,Чунки уйқуси келган,Чунки кечаси эмас,Чунки совуқ,A
Тезкор савол: Нега шам нон емайди?,Чунки совуқ,Чунки шам овқат емайди,Чунки кечаси эмас,Чунки уйқуси келган,B
Оддий савол: Нега шам нон емайди? Тўғри жавобни танланг.,Чунки уйқуси келган,Чунки шам овқат емайди,Чунки совуқ,Чунки кечаси эмас,B
Эътибор билан ўқинг: Нега шам нон емайди?,Чунки уйқуси келган,Чунки кечаси эмас,Чунки совуқ,Чунки шам овқат емайди,D
Савол: Нега шам нон емайди?,Чунки шам овқат емайди,Чунки совуқ,Чунки уйқуси келган,Чунки кечаси эмас,A
Нега қуёш дам олмайди?,Чунки ҳаво иссиқ,Чунки у катта,Чунки осмон яқин,Чунки қуёш чарчамайди,D
Жумбоқ: Нега қуёш дам олмайди?,Чунки қуёш чарчамайди,Чунки ҳаво иссиқ,Чунки у катта,Чунки осмон яқин,A
Мантиқли савол: Нега қуёш дам олмайди? Тўғри жавобни танланг.,Чунки у катта,Чунки қуёш чарчамайди,Чунки ҳаво иссиқ,Чунки осмон яқин,B
Топинг: Нега қуёш дам олмайди?,Чунки у катта,Чунки қуёш чарчамайди,Чунки осмон яқин,Чунки ҳаво иссиқ,B
Қуйидаги саволга жавоб беринг: Нега қуёш дам олмайди?,Чунки қуёш чарчамайди,Чунки осмон яқин,Чунки у катта,Чунки ҳаво иссиқ,A
Ўйлаб кўринг: Нега қуёш дам олмайди?,Чунки қуёш чарчамайди,Чунки осмон яқин,Чунки у катта,Чунки ҳаво иссиқ,A
Тезкор савол: Нега қуёш дам олмайди?,Чунки у катта,Чунки ҳаво иссиқ,Чунки осмон яқин,Чунки қуёш чарчамайди,D
Оддий савол: Нега қуёш дам олмайди? Тўғри жавобни танланг.,Чунки у катта,Чунки осмон яқин,Чунки ҳаво иссиқ,Чунки қуёш чарчамайди,D
Эътибор билан ўқинг: Нега қуёш дам олмайди?,Чунки ҳаво иссиқ,Чунки қуёш чарчамайди,Чунки у катта,Чунки осмон яқин,B
Савол: Нега қуёш дам олмайди?,Чунки қуёш чарчамайди,Чунки у катта,Чунки осмон яқин,Чунки ҳаво иссиқ,A
Нега ой ош емайди?,Чунки тун қоронғи,Чунки у совуқ,Чунки осмон баланд,Чунки ой овқат емайди,D
Жумбоқ: Нега ой ош емайди?,Чунки тун қоронғи,Чунки осмон баланд,Чунки ой овқат емайди,Чунки у совуқ,C
Мантиқли савол: Нега ой ош емайди? Тўғри жавобни танланг.,Чунки ой овқат емайди,Чунки у совуқ,Чунки тун қоронғи,Чунки осмон баланд,A
Топинг: Нега ой ош емайди?,Чунки тун қоронғи,Чунки ой овқат емайди,Чунки у совуқ,Чунки осмон баланд,B
Қуйидаги саволга жавоб беринг: Нега ой ош емайди?,Чунки осмон баланд,Чунки тун қоронғи,Чунки ой овқат емайди,Чунки у совуқ,C
Ўйлаб кўринг: Нега ой ош емайди?,Чунки осмон баланд,Чунки у совуқ,Чунки тун қоронғи,Чунки ой овқат емайди,D
Тезкор савол: Нега ой ош емайди?,Чунки тун қоронғи,Чунки у совуқ,Чунки осмон баланд,Чунки ой овқат емайди,D
Оддий савол: Нега ой ош емайди? Тўғри жавобни танланг.,Чунки ой овқат емайди,Чунки осмон баланд,Чунки тун қоронғи,Чунки у совуқ,A
Эътибор билан ўқинг: Нега ой ош емайди?,Чунки у совуқ,Чунки тун қоронғи,Чунки ой овқат емайди,Чунки осмон баланд,C
Савол: Нега ой ош емайди?,Чунки осмон баланд,Чунки ой овқат емайди,Чунки тун қоронғи,Чунки у совуқ,B
Нега дарё кроссовка киймайди?,Чунки дарё оёқ билан юрмайди,Чунки тоғ баланд,Чунки сув совуқ,Чунки тун эди,A
Жумбоқ: Нега дарё кроссовка киймайди?,Чунки тун эди,Чунки тоғ баланд,Чунки дарё оёқ билан юрмайди,Чунки сув совуқ,C
Мантиқли савол: Нега дарё кроссовка киймайди? Тўғри жавобни танланг.,Чунки тоғ баланд,Чунки тун эди,Чунки сув совуқ,Чунки дарё оёқ билан юрмайди,D
Топинг: Нега дарё кроссовка киймайди?,Чунки сув совуқ,Чунки тун эди,Чунки тоғ баланд,Чунки дарё оёқ билан юрмайди,D
Қуйидаги саволга жавоб беринг: Нега дарё кроссовка киймайди?,Чунки тун эди,Чунки дарё оёқ билан юрмайди,Чунки сув совуқ,Чунки тоғ баланд,B
Ўйлаб кўринг: Нега дарё кроссовка киймайди?,Чунки тун эди,Чунки дарё оёқ билан юрмайди,Чунки сув совуқ,Чунки тоғ баланд,B
Тезкор савол: Нега дарё кроссовка киймайди?,Чунки дарё оёқ билан юрмайди,Чунки тоғ баланд,Чунки тун эди,Чунки сув совуқ,A
Оддий савол: Нега дарё кроссовка киймайди? Тўғри жавобни танланг.,Чунки сув совуқ,Чунки тоғ баланд,Чунки дарё оёқ билан юрмайди,Чунки тун эди,C
Эътибор билан ўқинг: Нега дарё кроссовка киймайди?,Чунки сув совуқ,Чунки тун эди,Чунки дарё оёқ билан юрмайди,Чунки тоғ баланд,C
Савол: Нега дарё кроссовка киймайди?,Чунки тоғ баланд,Чунки сув совуқ,Чунки дарё оёқ билан юрмайди,Чунки тун эди,C
Нега булут чой ичмайди?,Чунки булут чой ичмайди,Чунки осмон баланд,Чунки ёмғир ёққан,Чунки шамол эсган,A
Жумбоқ: Нега булут чой ичмайди?,Чунки осмон баланд,Чунки ёмғир ёққан,Чунки булут чой ичмайди,Чунки шамол эсган,C
Мантиқли савол: Нега булут чой ичмайди? Тўғри жавобни танланг.,Чунки ёмғир ёққан,Чунки булут чой ичмайди,Чунки шамол эсган,Чунки осмон баланд,B
Топинг: Нега булут чой ичмайди?,Чунки осмон баланд,Чунки шамол эсган,Чунки ёмғир ёққан,Чунки булут чой ичмайди,D
Қуйидаги саволга жавоб беринг: Нега булут чой ичмайди?,Чунки шамол эсган,Чунки булут чой ичмайди,Чунки осмон баланд,Чунки ёмғир ёққан,B
Ўйлаб кўринг: Нега булут чой ичмайди?,Чунки ёмғир ёққан,Чунки осмон баланд,Чунки булут чой ичмайди,Чунки шамол эсган,C
Тезкор савол: Нега булут чой ичмайди?,Чунки булут чой ичмайди,Чунки осмон баланд,Чунки ёмғир ёққан,Чунки шамол эсган,A
Оддий савол: Нега булут чой ичмайди? Тўғри жавобни танланг.,Чунки булут чой ичмайди,Чунки осмон баланд,Чунки ёмғир ёққан,Чунки шамол эсган,A
Эътибор билан ўқинг: Нега булут чой ичмайди?,Чунки шамол эсган,Чунки ёмғир ёққан,Чунки осмон баланд,Чунки булут чой ичмайди,D
Савол: Нега булут чой ичмайди?,Чунки осмон баланд,Чунки булут чой ичмайди,Чунки ёмғир ёққан,Чунки шамол эсган,B
Нега велосипед ўзи-ўзига юрмайди?,Чунки йўл узоқ,Чунки у мотор эмас,Чунки у чарчаган,Чунки ёмғир ёқди,B
Жумбоқ: Нега велосипед ўзи-ўзига юрмайди?,Чунки ёмғир ёқди,Чунки у мотор эмас,Чунки у чарчаган,Чунки йўл узоқ,B
Мантиқли савол: Нега велосипед ўзи-ўзига юрмайди? Тўғри жавобни танланг.,Чунки ёмғир ёқди,Чунки у мотор эмас,Чунки у чарчаган,Чунки йўл узоқ,B
Топинг: Нега велосипед ўзи-ўзига юрмайди?,Чунки ёмғир ёқди,Чунки у мотор эмас,Чунки у чарчаган,Чунки йўл узоқ,B
Қуйидаги саволга жавоб беринг: Нега велосипед ўзи-ўзига юрмайди?,Чунки ёмғир ёқди,Чунки у мотор эмас,Чунки йўл узоқ,Чунки у чарчаган,B
Ўйлаб кўринг: Нега велосипед ўзи-ўзига юрмайди?,Чунки ёмғир ёқди,Чунки у мотор эмас,Чунки йўл узоқ,Чунки у чарчаган,B
Тезкор савол: Нега велосипед ўзи-ўзига юрмайди?,Чунки йўл узоқ,Чунки у мотор эмас,Чунки ёмғир ёқди,Чунки у чарчаган,B
Оддий савол: Нега велосипед ўзи-ўзига юрмайди? Тўғри жавобни танланг.,Чунки у мотор эмас,Чунки ёмғир ёқди,Чунки у чарчаган,Чунки йўл узоқ,A
Эътибор билан ўқинг: Нега велосипед ўзи-ўзига юрмайди?,Чунки ёмғир ёқди,Чунки у чарчаган,Чунки у мотор эмас,Чунки йўл узоқ,C
Савол: Нега велосипед ўзи-ўзига юрмайди?,Чунки йўл узоқ,Чунки у мотор эмас,Чунки ёмғир ёқди,Чунки у чарчаган,B
Нега соат тушлик қилмайди?,Чунки уйғонмаган,Чунки вақт йўқ,Чунки соат овқат емайди,Чунки кеч бўлган,C
Жумбоқ: Нега соат тушлик қилмайди?,Чунки кеч бўлган,Чунки уйғонмаган,Чунки соат овқат емайди,Чунки вақт йўқ,C
Мантиқли савол: Нега соат тушлик қилмайди? Тўғри жавобни танланг.,Чунки соат овқат емайди,Чунки кеч бўлган,Чунки вақт йўқ,Чунки уйғонмаган,A
Топинг: Нега соат тушлик қилмайди?,Чунки соат овқат емайди,Чунки вақт йўқ,Чунки кеч бўлган,Чунки уйғонмаган,A
Қуйидаги саволга жавоб беринг: Нега соат тушлик қилмайди?,Чунки вақт йўқ,Чунки кеч бўлган,Чунки соат овқат емайди,Чунки уйғонмаган,C
Ўйлаб кўринг: Нега соат тушлик қилмайди?,Чунки кеч бўлган,Чунки вақт йўқ,Чунки уйғонмаган,Чунки соат овқат емайди,D
Тезкор савол: Нега соат тушлик қилмайди?,Чунки кеч бўлган,Чунки уйғонмаган,Чунки вақт йўқ,Чунки соат овқат емайди,D
Оддий савол: Нега соат тушлик қилмайди? Тўғри жавобни танланг.,Чунки уйғонмаган,Чунки вақт йўқ,Чунки соат овқат емайди,Чунки кеч бўлган,C
Эътибор билан ўқинг: Нега соат тушлик қилмайди?,Чунки вақт йўқ,Чунки соат овқат емайди,Чунки кеч бўлган,Чунки уйғонмаган,B
Савол: Нега соат тушлик қилмайди?,Чунки уйғонмаган,Чунки кеч бўлган,Чунки вақт йўқ,Чунки соат овқат емайди,D
Нега китоб салом бермайди?,Чунки у янги,Чунки у оғир,Чунки у ёпиқ,Чунки китоб гапирмайди,D
Жумбоқ: Нега китоб салом бермайди?,Чунки у ёпиқ,Чунки китоб гапирмайди,Чунки у янги,Чунки у оғир,B
Мантиқли савол: Нега китоб салом бермайди? Тўғри жавобни танланг.,Чунки у ёпиқ,Чунки китоб гапирмайди,Чунки у янги,Чунки у оғир,B
Топинг: Нега китоб салом бермайди?,Чунки китоб гапирмайди,Чунки у ёпиқ,Чунки у оғир,Чунки у янги,A
Қуйидаги саволга жавоб беринг: Нега китоб салом бермайди?,Чунки у ёпиқ,Чунки у янги,Чунки у оғир,Чунки китоб гапирмайди,D
Ўйлаб кўринг: Нега китоб салом бермайди?,Чунки у ёпиқ,Чунки у янги,Чунки китоб гапирмайди,Чунки у оғир,C
Тезкор савол: Нега китоб салом бермайди?,Чунки у оғир,Чунки у ёпиқ,Чунки китоб гапирмайди,Чунки у янги,C
Оддий савол: Нега китоб салом бермайди? Тўғри жавобни танланг.,Чунки у янги,Чунки у ёпиқ,Чунки китоб гапирмайди,Чунки у оғир,C
Эътибор билан ўқинг: Нега китоб салом бермайди?,Чунки китоб гапирмайди,Чунки у оғир,Чунки у янги,Чунки у ёпиқ,A
Савол: Нега китоб салом бермайди?,Чунки китоб гапирмайди,Чунки у ёпиқ,Чунки у янги,Чунки у оғир,A
Нега ойна бозорга бормайди?,Чунки ойна юрмайди,Чунки уй узоқ,Чунки эшик ёпиқ,Чунки шабада бор,A
Жумбоқ: Нега ойна бозорга бормайди?,Чунки шабада бор,Чунки уй узоқ,Чунки эшик ёпиқ,Чунки ойна юрмайди,D
Мантиқли савол: Нега ойна бозорга бормайди? Тўғри жавобни танланг.,Чунки шабада бор,Чунки эшик ёпиқ,Чунки уй узоқ,Чунки ойна юрмайди,D
Топинг: Нега ойна бозорга бормайди?,Чунки эшик ёпиқ,Чунки шабада бор,Чунки ойна юрмайди,Чунки уй узоқ,C
Қуйидаги саволга жавоб беринг: Нега ойна бозорга бормайди?,Чунки эшик ёпиқ,Чунки уй узоқ,Чунки ойна юрмайди,Чунки шабада бор,C
Ўйлаб кўринг: Нега ойна бозорга бормайди?,Чунки шабада бор,Чунки уй узоқ,Чунки ойна юрмайди,Чунки эшик ёпиқ,C
Тезкор савол: Нега ойна бозорга бормайди?,Чунки ойна юрмайди,Чунки шабада бор,Чунки уй узоқ,Чунки эшик ёпиқ,A
Оддий савол: Нега ойна бозорга бормайди? Тўғри жавобни танланг.,Чунки уй узоқ,Чунки эшик ёпиқ,Чунки шабада бор,Чунки ойна юрмайди,D
Эътибор билан ўқинг: Нега ойна бозорга бормайди?,Чунки ойна юрмайди,Чунки уй узоқ,Чунки шабада бор,Чунки эшик ёпиқ,A
Савол: Нега ойна бозорга бормайди?,Чунки ойна юрмайди,Чунки эшик ёпиқ,Чунки уй узоқ,Чунки шабада бор,A
"Нима борки, уни кўпроқ ишлатган сари камаяди?",Қум,Сабр,Чой,Йўл,B
"Жумбоқ: Нима борки, уни кўпроқ ишлатган сари камаяди?",Чой,Қум,Йўл,Сабр,D
"Мантиқли савол: Нима борки, уни кўпроқ ишлатган сари камаяди? Тўғри жавобни танланг.",Чой,Қум,Сабр,Йўл,C
"Топинг: Нима борки, уни кўпроқ ишлатган сари камаяди?",Йўл,Сабр,Чой,Қум,B
"Қуйидаги саволга жавоб беринг: Нима борки, уни кўпроқ ишлатган сари камаяди?",Сабр,Йўл,Қум,Чой,A
"Ўйлаб кўринг: Нима борки, уни кўпроқ ишлатган сари камаяди?",Чой,Сабр,Қум,Йўл,B
"Тезкор савол: Нима борки, уни кўпроқ ишлатган сари камаяди?",Йўл,Сабр,Қум,Чой,B
"Оддий савол: Нима борки, уни кўпроқ ишлатган сари камаяди? Тўғри жавобни танланг.",Йўл,Қум,Чой,Сабр,D
"Эътибор билан ўқинг: Нима борки, уни кўпроқ ишлатган сари камаяди?",Қум,Йўл,Чой,Сабр,D
"Савол: Нима борки, уни кўпроқ ишлатган сари камаяди?",Йўл,Сабр,Қум,Чой,B
"Қайси хонада эшик ҳам, дераза ҳам йўқ?",Ётоқхона,Ошхона,Қўзиқорин,Меҳмонхона,C
"Жумбоқ: Қайси хонада эшик ҳам, дераза ҳам йўқ?",Меҳмонхона,Ётоқхона,Қўзиқорин,Ошхона,C
"Мантиқли савол: Қайси хонада эшик ҳам, дераза ҳам йўқ? Тўғри жавобни танланг.",Меҳмонхона,Ётоқхона,Ошхона,Қўзиқорин,D
"Топинг: Қайси хонада эшик ҳам, дераза ҳам йўқ?",Меҳмонхона,Ётоқхона,Қўзиқорин,Ошхона,C
"Қуйидаги саволга жавоб беринг: Қайси хонада эшик ҳам, дераза ҳам йўқ?",Ошхона,Меҳмонхона,Қўзиқорин,Ётоқхона,C
"Ўйлаб кўринг: Қайси хонада эшик ҳам, дераза ҳам йўқ?",Ётоқхона,Қўзиқорин,Меҳмонхона,Ошхона,B
"Тезкор савол: Қайси хонада эшик ҳам, дераза ҳам йўқ?",Ётоқхона,Қўзиқорин,Ошхона,Меҳмонхона,B
"Оддий савол: Қайси хонада эшик ҳам, дераза ҳам йўқ? Тўғри жавобни танланг.",Ётоқхона,Ошхона,Меҳмонхона,Қўзиқорин,D
"Эътибор билан ўқинг: Қайси хонада эшик ҳам, дераза ҳам йўқ?",Ётоқхона,Ошхона,Қўзиқорин,Меҳмонхона,C
"Савол: Қайси хонада эшик ҳам, дераза ҳам йўқ?",Қўзиқорин,Меҳмонхона,Ошхона,Ётоқхона,A
Ким кўпроқ кўради: икки кўзли одамми ёки тўрт кўзли кўзойнакли одамми?,Иккаласи тенг,Тўрт кўзли одам,Ҳеч ким,Икки кўзли одам,D
Жумбоқ: Ким кўпроқ кўради: икки кўзли одамми ёки тўрт кўзли кўзойнакли одамми?,Иккаласи тенг,Ҳеч ким,Тўрт кўзли одам,Икки кўзли одам,D
Мантиқли савол: Ким кўпроқ кўради: икки кўзли одамми ёки тўрт кўзли кўзойнакли одамми? Тўғри жавобни танланг.,Тўрт кўзли одам,Иккаласи тенг,Икки кўзли одам,Ҳеч ким,C
Топинг: Ким кўпроқ кўради: икки кўзли одамми ёки тўрт кўзли кўзойнакли одамми?,Тўрт кўзли одам,Иккаласи тенг,Икки кўзли одам,Ҳеч ким,C
Қуйидаги саволга жавоб беринг: Ким кўпроқ кўради: икки кўзли одамми ёки тўрт кўзли кўзойнакли одамми?,Ҳеч ким,Иккаласи тенг,Тўрт кўзли одам,Икки кўзли одам,D
Ўйлаб кўринг: Ким кўпроқ кўради: икки кўзли одамми ёки тўрт кўзли кўзойнакли одамми?,Ҳеч ким,Тўрт кўзли одам,Икки кўзли одам,Иккаласи тенг,C
Тезкор савол: Ким кўпроқ кўради: икки кўзли одамми ёки тўрт кўзли кўзойнакли одамми?,Ҳеч ким,Икки кўзли одам,Иккаласи тенг,Тўрт кўзли одам,B
Оддий савол: Ким кўпроқ кўради: икки кўзли одамми ёки тўрт кўзли кўзойнакли одамми? Тўғри жавобни танланг.,Тўрт кўзли одам,Ҳеч ким,Иккаласи тенг,Икки кўзли одам,D
Эътибор билан ўқинг: Ким кўпроқ кўради: икки кўзли одамми ёки тўрт кўзли кўзойнакли одамми?,Икки кўзли одам,Иккаласи тенг,Ҳеч ким,Тўрт кўзли одам,A
Савол: Ким кўпроқ кўради: икки кўзли одамми ёки тўрт кўзли кўзойнакли одамми?,Ҳеч ким,Икки кўзли одам,Иккаласи тенг,Тўрт кўзли одам,B
Нима кўтарилса енгиллашади?,Чанг,Тош,Сув,Мих,A
Жумбоқ: Нима кўтарилса енгиллашади?,Мих,Сув,Чанг,Тош,C
Мантиқли савол: Нима кўтарилса енгиллашади? Тўғри жавобни танланг.,Сув,Мих,Чанг,Тош,C
Топинг: Нима кўтарилса енгиллашади?,Чанг,Мих,Тош,Сув,A
Қуйидаги саволга жавоб беринг: Нима кўтарилса енгиллашади?,Сув,Мих,Чанг,Тош,C
Ўйлаб кўринг: Нима кўтарилса енгиллашади?,Сув,Тош,Мих,Чанг,D
Тезкор савол: Нима кўтарилса енгиллашади?,Мих,Тош,Сув,Чанг,D
Оддий савол: Нима кўтарилса енгиллашади? Тўғри жавобни танланг.,Мих,Чанг,Сув,Тош,B
Эътибор билан ўқинг: Нима кўтарилса енгиллашади?,Сув,Чанг,Тош,Мих,B
Савол: Нима кўтарилса енгиллашади?,Чанг,Сув,Мих,Тош,A
"Нима доим олдинда, лекин ҳеч қачон келмайди?",Бугун,Кеча,Ўтмиш,Эрта,D
"Жумбоқ: Нима доим олдинда, лекин ҳеч қачон келмайди?",Кеча,Ўтмиш,Бугун,Эрта,D
"Мантиқли савол: Нима доим олдинда, лекин ҳеч қачон келмайди? Тўғри жавобни танланг.",Ўтмиш,Эрта,Кеча,Бугун,B
"Топинг: Нима доим олдинда, лекин ҳеч қачон келмайди?",Эрта,Кеча,Бугун,Ўтмиш,A
"Қуйидаги саволга жавоб беринг: Нима доим олдинда, лекин ҳеч қачон келмайди?",Кеча,Эрта,Ўтмиш,Бугун,B
"Ўйлаб кўринг: Нима доим олдинда, лекин ҳеч қачон келмайди?",Кеча,Бугун,Эрта,Ўтмиш,C
"Тезкор савол: Нима доим олдинда, лекин ҳеч қачон келмайди?",Бугун,Кеча,Ўтмиш,Эрта,D
"Оддий савол: Нима доим олдинда, лекин ҳеч қачон келмайди? Тўғри жавобни танланг.",Ўтмиш,Бугун,Эрта,Кеча,C
"Эътибор билан ўқинг: Нима доим олдинда, лекин ҳеч қачон келмайди?",Эрта,Кеча,Бугун,Ўтмиш,A
"Савол: Нима доим олдинда, лекин ҳеч қачон келмайди?",Эрта,Бугун,Кеча,Ўтмиш,A
Қайси нарса ўз жойида туриб ҳам айланиб юради?,Уй,Зина,Дарё,Ер,D
Жумбоқ: Қайси нарса ўз жойида туриб ҳам айланиб юради?,Зина,Уй,Ер,Дарё,C
Мантиқли савол: Қайси нарса ўз жойида туриб ҳам айланиб юради? Тўғри жавобни танланг.,Уй,Зина,Дарё,Ер,D
Топинг: Қайси нарса ўз жойида туриб ҳам айланиб юради?,Ер,Зина,Дарё,Уй,A
Қуйидаги саволга жавоб беринг: Қайси нарса ўз жойида туриб ҳам айланиб юради?,Уй,Ер,Дарё,Зина,B
Ўйлаб кўринг: Қайси нарса ўз жойида туриб ҳам айланиб юради?,Ер,Уй,Зина,Дарё,A
Тезкор савол: Қайси нарса ўз жойида туриб ҳам айланиб юради?,Зина,Дарё,Ер,Уй,C
Оддий савол: Қайси нарса ўз жойида туриб ҳам айланиб юради? Тўғри жавобни танланг.,Дарё,Зина,Уй,Ер,D
Эътибор билан ўқинг: Қайси нарса ўз жойида туриб ҳам айланиб юради?,Уй,Ер,Дарё,Зина,B
Савол: Қайси нарса ўз жойида туриб ҳам айланиб юради?,Уй,Ер,Зина,Дарё,B
